16,21,147,204,24,45,-1,-1,-1,-1
17,1,421,212,20,49,-1,-1,-1,-1
17,2,519,203,25,54,-1,-1,-1,-1
17,4,110,207,14,46,-1,-1,-1,-1
17,8,443,213,23,57,-1,-1,-1,-1
17,12,329,219,11,28,-1,-1,-1,-1
17,18,252,204,16,53,-1,-1,-1,-1
17,20,122,206,23,46,-1,-1,-1,-1
17,21,145,202,26,49,-1,-1,-1,-1
18,1,423,212,20,48,-1,-1,-1,-1
18,2,533,206,25,53,-1,-1,-1,-1
18,4,109,207,14,46,-1,-1,-1,-1
18,8,446,214,23,57,-1,-1,-1,-1
18,12,330,219,11,28,-1,-1,-1,-1
18,18,250,209,16,50,-1,-1,-1,-1
18,20,121,206,23,47,-1,-1,-1,-1
18,21,145,201,26,50,-1,-1,-1,-1
19,1,423,213,20,48,-1,-1,-1,-1
19,2,538,206,26,54,-1,-1,-1,-1
19,8,450,215,24,58,-1,-1,-1,-1
19,12,328,219,11,29,-1,-1,-1,-1
19,18,246,208,17,52,-1,-1,-1,-1
19,20,122,205,24,46,-1,-1,-1,-1
19,21,146,202,25,49,-1,-1,-1,-1
20,2,543,206,25,54,-1,-1,-1,-1
20,18,244,206,18,56,-1,-1,-1,-1
20,20,125,204,24,47,-1,-1,-1,-1
20,21,145,200,26,51,-1,-1,-1,-1
21,2,545,206,26,54,-1,-1,-1,-1
21,18,243,208,17,53,-1,-1,-1,-1
21,20,127,203,24,49,-1,-1,-1,-1
21,21,145,200,26,51,-1,-1,-1,-1
21,24,347,220,8,28,-1,-1,-1,-1
21,25,446,209,19,51,-1,-1,-1,-1
22,18,242,205,20,59,-1,-1,-1,-1
22,20,127,202,25,50,-1,-1,-1,-1
22,21,142,200,26,52,-1,-1,-1,-1
22,24,351,218,9,28,-1,-1,-1,-1
22,25,450,209,18,51,-1,-1,-1,-1
23,18,242,203,21,63,-1,-1,-1,-1
23,21,142,202,26,51,-1,-1,-1,-1
23,24,353,218,8,27,-1,-1,-1,-1
23,25,461,210,19,50,-1,-1,-1,-1
24,18,240,203,22,64,-1,-1,-1,-1
24,21,145,206,25,50,-1,-1,-1,-1
24,24,354,221,9,28,-1,-1,-1,-1
24,25,467,211,19,51,-1,-1,-1,-1
25,18,246,215,20,56,-1,-1,-1,-1
25,21,151,207,25,50,-1,-1,-1,-1
25,24,357,219,9,29,-1,-1,-1,-1
25,25,474,212,20,51,-1,-1,-1,-1
26,18,249,214,21,61,-1,-1,-1,-1
26,21,155,208,22,47,-1,-1,-1,-1
26,24,359,218,9,30,-1,-1,-1,-1
26,25,488,213,18,48,-1,-1,-1,-1
26,28,169,211,20,47,-1,-1,-1,-1
27,1,406,220,12,30,-1,-1,-1,-1
27,18,248,218,21,58,-1,-1,-1,-1
27,21,156,208,22,47,-1,-1,-1,-1
27,25,493,210,21,54,-1,-1,-1,-1
27,28,170,210,20,48,-1,-1,-1,-1
27,32,374,221,8,29,-1,-1,-1,-1
28,1,405,221,12,29,-1,-1,-1,-1
28,18,248,219,21,58,-1,-1,-1,-1
28,25,498,210,20,52,-1,-1,-1,-1
28,28,172,210,20,48,-1,-1,-1,-1
28,32,376,220,8,28,-1,-1,-1,-1
28,34,598,217,23,66,-1,-1,-1,-1
29,25,499,215,21,52,-1,-1,-1,-1
29,28,174,211,21,49,-1,-1,-1,-1
29,32,376,220,8,27,-1,-1,-1,-1
29,34,602,219,21,62,-1,-1,-1,-1
30,25,511,212,21,52,-1,-1,-1,-1
30,28,177,210,21,50,-1,-1,-1,-1
31,25,517,210,22,54,-1,-1,-1,-1
31,28,180,210,21,50,-1,-1,-1,-1
31,32,381,220,10,31,-1,-1,-1,-1
32,25,523,210,22,53,-1,-1,-1,-1
32,28,189,211,21,49,-1,-1,-1,-1
32,32,382,220,9,31,-1,-1,-1,-1
33,25,524,215,23,53,-1,-1,-1,-1
33,28,191,214,23,56,-1,-1,-1,-1
33,32,383,220,9,31,-1,-1,-1,-1
34,25,535,218,24,54,-1,-1,-1,-1
34,28,193,215,24,57,-1,-1,-1,-1
35,24,398,227,9,28,-1,-1,-1,-1
35,25,543,216,25,58,-1,-1,-1,-1
35,28,196,216,24,58,-1,-1,-1,-1
36,2,544,218,29,60,-1,-1,-1,-1
36,4,35,232,10,29,-1,-1,-1,-1
36,18,221,200,27,72,-1,-1,-1,-1
36,24,405,228,9,29,-1,-1,-1,-1
36,25,557,218,25,59,-1,-1,-1,-1
37,2,544,218,29,61,-1,-1,-1,-1
37,4,32,233,8,28,-1,-1,-1,-1
37,18,219,199,27,73,-1,-1,-1,-1
37,24,409,229,9,29,-1,-1,-1,-1
37,25,566,217,26,60,-1,-1,-1,-1
38,10,103,219,9,37,-1,-1,-1,-1
38,25,581,214,28,65,-1,-1,-1,-1
39,10,100,219,9,37,-1,-1,-1,-1
39,25,592,214,29,68,-1,-1,-1,-1
39,47,175,153,100,181,-1,-1,-1,-1
40,25,607,218,26,63,-1,-1,-1,-1
40,47,174,151,102,185,-1,-1,-1,-1
41,8,471,227,11,29,-1,-1,-1,-1
41,25,616,219,23,64,-1,-1,-1,-1
42,8,472,228,11,28,-1,-1,-1,-1
42,12,275,207,21,50,-1,-1,-1,-1
43,12,276,207,20,49,-1,-1,-1,-1
43,47,153,125,129,238,-1,-1,-1,-1
44,12,272,207,20,48,-1,-1,-1,-1
44,21,130,232,12,27,-1,-1,-1,-1
44,47,152,118,133,248,-1,-1,-1,-1
45,12,270,207,20,48,-1,-1,-1,-1
45,21,129,233,11,26,-1,-1,-1,-1
45,47,150,114,132,252,-1,-1,-1,-1
46,1,367,217,24,60,-1,-1,-1,-1
46,47,149,112,132,253,-1,-1,-1,-1
47,1,364,213,29,68,-1,-1,-1,-1
47,47,131,111,128,252,-1,-1,-1,-1
48,1,362,213,29,69,-1,-1,-1,-1
48,47,113,108,129,261,-1,-1,-1,-1
48,61,325,203,24,67,-1,-1,-1,-1
49,47,101,103,131,275,-1,-1,-1,-1
49,61,334,203,30,82,-1,-1,-1,-1
49,62,522,227,13,30,-1,-1,-1,-1
50,18,222,228,12,32,-1,-1,-1,-1
50,47,87,96,137,291,-1,-1,-1,-1
50,61,346,203,31,83,-1,-1,-1,-1
50,62,523,226,13,31,-1,-1,-1,-1
51,18,222,230,11,29,-1,-1,-1,-1
51,47,73,99,134,287,-1,-1,-1,-1
51,61,353,204,32,85,-1,-1,-1,-1
52,20,19,238,27,52,-1,-1,-1,-1
52,28,202,230,13,33,-1,-1,-1,-1
52,47,60,100,133,288,-1,-1,-1,-1
53,8,504,213,12,34,-1,-1,-1,-1
53,12,278,210,15,42,-1,-1,-1,-1
53,20,7,239,24,49,-1,-1,-1,-1
53,28,203,231,12,32,-1,-1,-1,-1
53,47,27,90,138,307,-1,-1,-1,-1
53,62,522,219,14,32,-1,-1,-1,-1
54,8,506,211,11,34,-1,-1,-1,-1
54,12,279,210,13,42,-1,-1,-1,-1
54,20,2,241,23,48,-1,-1,-1,-1
54,47,0,69,142,344,-1,-1,-1,-1
54,62,522,217,13,31,-1,-1,-1,-1
55,2,546,216,13,31,-1,-1,-1,-1
55,8,505,209,11,36,-1,-1,-1,-1
55,12,278,210,14,42,-1,-1,-1,-1
55,18,199,218,12,36,-1,-1,-1,-1
55,47,0,41,121,396,-1,-1,-1,-1
55,62,520,215,14,33,-1,-1,-1,-1
55,74,384,105,82,251,-1,-1,-1,-1
56,2,546,216,12,30,-1,-1,-1,-1
56,8,507,208,11,36,-1,-1,-1,-1
56,18,196,218,12,35,-1,-1,-1,-1
56,47,0,34,112,410,-1,-1,-1,-1
56,62,520,217,13,33,-1,-1,-1,-1
56,74,386,96,88,270,-1,-1,-1,-1
57,18,197,225,10,33,-1,-1,-1,-1
57,62,520,216,13,33,-1,-1,-1,-1
57,74,388,98,90,278,-1,-1,-1,-1
57,79,333,113,79,262,-1,-1,-1,-1
58,18,194,226,10,32,-1,-1,-1,-1
58,74,400,77,100,308,-1,-1,-1,-1
58,79,338,104,85,279,-1,-1,-1,-1
59,18,196,225,10,34,-1,-1,-1,-1
59,74,410,70,103,322,-1,-1,-1,-1
59,79,341,101,87,287,-1,-1,-1,-1
60,18,196,225,10,36,-1,-1,-1,-1
60,21,104,226,16,40,-1,-1,-1,-1
60,74,425,67,105,330,-1,-1,-1,-1
60,79,348,88,95,312,-1,-1,-1,-1
61,18,198,226,10,33,-1,-1,-1,-1
61,21,103,226,16,40,-1,-1,-1,-1
61,74,446,68,106,333,-1,-1,-1,-1
61,79,358,82,100,326,-1,-1,-1,-1
62,12,252,214,12,41,-1,-1,-1,-1
62,18,201,226,9,33,-1,-1,-1,-1
62,21,104,224,17,39,-1,-1,-1,-1
62,74,451,48,119,377,-1,-1,-1,-1
62,79,369,77,105,340,-1,-1,-1,-1
63,12,249,213,12,42,-1,-1,-1,-1
63,18,200,227,9,32,-1,-1,-1,-1
63,21,104,224,16,38,-1,-1,-1,-1
63,74,459,45,122,386,-1,-1,-1,-1
63,79,376,70,108,353,-1,-1,-1,-1
64,12,246,214,11,41,-1,-1,-1,-1
64,21,103,224,16,38,-1,-1,-1,-1
64,74,486,31,128,410,-1,-1,-1,-1
64,79,390,61,115,372,-1,-1,-1,-1
65,12,245,214,11,42,-1,-1,-1,-1
65,21,98,224,17,37,-1,-1,-1,-1
65,28,154,226,13,36,-1,-1,-1,-1
65,74,499,36,126,406,-1,-1,-1,-1
65,79,404,45,126,405,-1,-1,-1,-1
66,12,244,213,11,45,-1,-1,-1,-1
66,21,96,224,18,37,-1,-1,-1,-1
66,28,153,227,12,36,-1,-1,-1,-1
66,74,510,29,129,420,-1,-1,-1,-1
66,79,427,32,135,426,-1,-1,-1,-1
67,12,244,210,10,46,-1,-1,-1,-1
67,21,94,223,19,38,-1,-1,-1,-1
67,28,150,227,12,36,-1,-1,-1,-1
67,34,305,215,15,38,-1,-1,-1,-1
67,79,440,0,157,479,-1,-1,-1,-1
